amazon,http://c223968.r68.cf1.rackcdn.com/amazon_store.png,Puma Men's Wallet ,749,25,http://ecx.images-amazon.com/images/I/910RCsunVCL._SL1500_.jpg,http://http://www.amazon.in/Puma-Blue-Mens-Wallet-7267704/dp/B00NPV59ZW/ref=sr_1_2?s=luggage&ie=UTF8&qid=1467372668&sr=1-2&keywords=puma+wallets+for+menwww.amazon.in/Puma-Blue-Mens-Wallet-7267704/dp/B00NPV59ZW/ref=sr_1_2?s=luggage&ie=UTF8&qid=1467372668&sr=1-2&keywords=puma+wallets+for+men
amazon,http://c223968.r68.cf1.rackcdn.com/amazon_store.png,Puma Men's Wallet ,2270,15,http://ecx.images-amazon.com/images/I/91DM5LaX38L._SL1500_.jpg,http://www.amazon.in/Puma-Red-Mens-Wallet-7349602/dp/B00U27JJNK/ref=sr_1_4?s=luggage&ie=UTF8&qid=1467372668&sr=1-4&keywords=puma+wallets+for+men
flipkart,http://c223968.r68.cf1.rackcdn.com/flipkart_store.png,Puma Men's Wallet ,988,6,http://img5a.flixcart.com/image/wallet-card-wallet/q/5/p/7349602-puma-wallet-7349602-400x400-imaefcdgzghfggxm.jpeg,http://www.flipkart.com/puma-men-red-genuine-leather-wallet/p/itmefce4rm8f5fku?pid=WCWEFCE463UW9Q5P&al=tDFq6faapdmbbdZEbXo1XsldugMWZuE7Phn6Yd2VMSL4GmxII13ck5MgAMMDlTbhqEsmaqct8jI%3D&ref=L%3A-5069299557829425561&srno=p_9&findingMethod=Search&otracker=start
flipkart,http://c223968.r68.cf1.rackcdn.com/flipkart_store.png,Puma Men's Wallet ,999,9,http://img6a.flixcart.com/image/wallet-card-wallet/f/6/p/7349601-puma-wallet-7349601-400x400-imaefccqezgyub7x.jpeg,http://www.flipkart.com/puma-men-brown-genuine-leather-wallet/p/itmefce4cybz7hxk?pid=WCWEFCEW4JZVJF6P&al=tDFq6faapdmbbdZEbXo1XsldugMWZuE7Phn6Yd2VMSIjtPh9nUrzmxIA5rB86Js%2FuYIcTApU2k4%3D&ref=L%3A-5069299557829425561&srno=p_7&findingMethod=Search&otracker=start
flipkart,http://c223968.r68.cf1.rackcdn.com/flipkart_store.png,Puma Men's Wallet ,999,9,http://img5a.flixcart.com/image/wallet-card-wallet/q/2/c/7349601-puma-wallet-7349601-400x400-imaefcdp9rjqcs97.jpeg,http://www.flipkart.com/puma-men-black-genuine-leather-wallet/p/itmefce4cybz7hxk?pid=WCWEFCE4WGNHDQ2C&al=tDFq6faapdnsVzY6r6D9Y8ldugMWZuE7Phn6Yd2VMSKQm4rCqXbd5wN0UfuEvWT5t%2Fcx0L7I6hk%3D&ref=L%3A-5069299557829425561&srno=p_6&findingMethod=Search&otracker=start
Snapdeal,http://c223968.r68.cf1.rackcdn.com/snapdeal_store.png,Puma Men's Wallet ,675,25,http://n3.sdlcdn.com/imgs/a/9/u/Puma-Ferrari-Non-Leather-Red-SDL970849029-1-a9781.jpg,http://www.snapdeal.com/product/puma-ferrari-non-leather-red/623763258592#bcrumbSearch:puma%20wallets%20for%20men
Snapdeal,http://c223968.r68.cf1.rackcdn.com/snapdeal_store.png,Puma Men's Wallet ,676,2,http://n2.sdlcdn.com/imgs/b/x/p/Puma-Black-Polyester-Regular-Wallet-SDL930074885-1-66a79.JPG,http://www.snapdeal.com/product/puma-black-polyester-regular-wallet/659957483055#bcrumbSearch:puma%20wallets%20for%20men
amazon,http://c223968.r68.cf1.rackcdn.com/amazon_store.png,Puma Men's Wallet ,440,,http://ecx.images-amazon.com/images/I/41Qu%2BOr-SRL.jpg,http://www.amazon.in/puma-mens-black-regular-wallet/dp/B01GYBJOMS/ref=sr_1_1?ie=UTF8&qid=1467375555&sr=8-1&keywords=puma+mens+wallet
amazon,http://c223968.r68.cf1.rackcdn.com/amazon_store.png,Puma Men's Wallet ,749,25,http://ecx.images-amazon.com/images/I/910RCsunVCL._SL1500_.jpg,http://www.amazon.in/Puma-Blue-Mens-Wallet-7267704/dp/B00NPV59ZW/ref=sr_1_2?ie=UTF8&qid=1467375555&sr=8-2&keywords=puma+mens+wallet
amazon,http://c223968.r68.cf1.rackcdn.com/amazon_store.png,Puma Men's Wallet ,799,20,http://ecx.images-amazon.com/images/I/91Ad6mvLyaL._SL1500_.jpg,http://www.amazon.in/Puma-Black-Mens-Wallet-7267701/dp/B00M2HTGYK/ref=sr_1_4?ie=UTF8&qid=1467375555&sr=8-4&keywords=puma+mens+wallet
amazon,http://c223968.r68.cf1.rackcdn.com/amazon_store.png,Puma Men's Wallet ,499,,http://ecx.images-amazon.com/images/I/41Csrxil1vL.jpg,http://www.amazon.in/Puma-brown-Mens-regular-Wallet/dp/B01GYC9AOY/ref=sr_1_7?ie=UTF8&qid=1467375555&sr=8-7&keywords=puma+mens+wallet
amazon,http://c223968.r68.cf1.rackcdn.com/amazon_store.png,Puma Men's Wallet ,499,,http://ecx.images-amazon.com/images/I/81MEJG3a64L._SL1500_.jpg,http://www.amazon.in/Puma-Black-Leather-Wallet/dp/B01G3JQ708/ref=sr_1_8?ie=UTF8&qid=1467375555&sr=8-8&keywords=puma+mens+wallet
amazon,http://c223968.r68.cf1.rackcdn.com/amazon_store.png,Puma Men's Wallet ,899,20,http://ecx.images-amazon.com/images/I/91dv3%2Bm3McL._SL1500_.jpg,http://www.amazon.in/Puma-Black-Mens-Wallet-7288701/dp/B00KS09KGC/ref=sr_1_9?ie=UTF8&qid=1467375555&sr=8-9&keywords=puma+mens+wallet
amazon,http://c223968.r68.cf1.rackcdn.com/amazon_store.png,Puma Men's Wallet ,640,21,http://ecx.images-amazon.com/images/I/81nM5ijtE0L._SL1500_.jpg,http://www.amazon.in/Puma-Black-Mens-Wallets-7322101/dp/B00SGLSDYU/ref=sr_1_12?ie=UTF8&qid=1467375555&sr=8-12&keywords=puma+mens+wallet